1,2,3,4,Predicted,REAL
0.34424822694312956,0.7359012554546965,1.392591558842627,1.3765629961785921,1,1
0.01688287231785421,1.0265228294490962,1.6790257492867882,2.156930062431614,1,1
0.003866879727305267,1.6898088747306905,4.4016928873400065,3.5660931115891654,1,1
0.4979948074963988,0.5031051136818665,0.5994241646338692,1.027163796688309,1,1
0.0023677554967296405,0.8363399540903139,1.2563446848038182,1.6810620059319146,1,1
0.011630818889755196,0.770957446686304,1.2550126905309515,1.2686548155138317,1,1
0.05181627746473201,0.48324976945215004,1.3340915499026063,1.32224718597848,1,1
0.0019927287994597805,0.05358404345328492,1.1964787878838308,1.2464327191281677,1,1
0.040923238129065,0.49775064374814243,1.0130259501540757,1.2816733255948756,1,1
0.004373115798281651,0.4296368476109999,1.4081375514726473,0.822943007301039,1,1
0.016753768172233646,0.7075032406875993,1.5357939983952185,1.89950284280897,1,1
0.3891362948444016,0.6571542243319269,1.1324077483611006,1.317366170770852,1,1
0.6058663504490924,0.8499435833181127,2.0295774544377414,2.1002400610188103,1,1
0.006092800721514701,0.009364244149658389,1.601226840026848,1.8767632068251645,1,1
0.0025388708066605013,1.4281506949972502,2.4504966018414858,2.5761243911961693,1,1
0.3522014525191814,0.7170399220266394,1.0616794019413842,1.4953760054019962,1,1
0.5030991498803339,0.5052905710768614,1.067361076975612,1.5376316946440163,1,1
1.2962798379870486,0.0029238293860447263,1.285382139529465,1.3954614795189804,2,2
1.4548702135210339,0.001260689425759363,1.450799586196451,1.7853350144911784,2,2
1.2543004078227542,0.10229037755390553,1.4404057898326719,1.6244965906097744,2,2
0.5640152307545191,0.2536668853857102,0.9477033928352598,1.0946211280412823,2,2
0.5238248326970917,0.627475750598981,1.6079894195225362,1.5563974041125554,1,2
1.0600025068094074,0.002280178866071268,1.0570659233774262,1.0643083407532166,2,2
1.1819860484955211,0.5716061501973974,1.4346602830537343,1.6438990057562555,2,2
0.9302652691117443,0.01921892062934952,0.786443378341471,1.3132250081924994,2,2
1.9324114935432937,0.003985398173198131,2.2639789468190874,2.7236177156967685,2,2
1.838510784287146,0.08165000022403886,1.7163862111008683,1.8339020567074829,2,2
0.4862202916797495,0.4840288682980344,1.1556322225595363,1.2870228614962087,2,2
1.2349193478740546,0.04308124559346608,1.7032335442187723,1.9090447507188386,2,2
1.7695503102316612,0.0022210117050256535,1.3918612749169954,1.9008534125325167,2,2
1.2567906447782344,0.6902221118829038,1.6502264030627827,1.5872391079021242,2,2
1.3177556530939771,0.09885861533757943,1.4040440247088883,1.349072266418191,2,2
1.5322292697037732,0.6927956432482419,0.0010826739721995413,1.9077319150357026,3,3
1.7659060394838093,0.4778744987218218,0.0007188628538825713,1.8240800529207315,3,3
1.051453430167401,0.6083864167891628,0.03490309809882409,1.4976431486840467,3,3
1.068026131483696,0.6348677150338944,0.6144536403528622,1.2501051502744531,3,3
1.4075368045375245,0.6590620527231502,0.0029970737674208723,1.4658780581342181,3,3
0.7694576801915519,0.5801769937767377,0.530093236454753,1.2972767486401706,3,3
2.8034221676147513,1.641506821704183,0.002488919654060467,3.0445484379065766,3,3
1.4282892650858692,0.03527066990446225,0.009751813013955156,1.5634510436859208,3,3
0.9841379351358993,0.18044195323838297,0.028610688491614567,1.4994827921612304,3,3
1.1490882228405246,0.5821103143132277,0.010114839491754192,1.0143609248980694,3,3
1.8314169547921406,0.9374801287335982,0.0037610868604611336,1.9685160351209976,3,3
1.829645623313943,0.7296372499922334,0.007840949229967512,1.5833417768643923,3,3
1.9164499352878914,1.140991302845221,0.0018782084760764798,2.091789974177058,3,3
1.9432010404988274,0.03349498575078445,0.0016293260908611953,2.0513246628314774,3,3
0.7375763287777409,0.6358169487375251,0.3142479659957984,1.3879675308880213,3,3
2.803748215496444,1.0196690149622436,2.8982186379712074,0.9209568741192022,4,4
3.395562713914167,0.9474851489798235,2.7742956409593313,0.9022833386022729,4,4
2.6344166317821975,1.1678240105062785,2.571515670623579,0.0019261736115493762,4,4
2.1757148401977355,1.3136995339015651,2.4994298242245048,1.0478165353988582,4,4
3.5651082001309358,1.3962441536107821,3.7082104862384435,0.000473035550967002,4,4
0.8260538734106664,0.04032983078548516,1.3319192528775963,0.01612183078095091,4,4
0.9833320492548813,0.8063664365914396,1.0260684423797652,0.014229197781183957,4,4
1.843288626852472,0.002895529661971963,2.035407683507336,0.0006195502712722891,4,4
1.9539938493353999,1.3750909138470442,1.8469345492691709,0.9302948916704183,4,4
1.7050096393879484,1.243938133839843,1.891900344362922,0.0008790277452337829,4,4
1.5520042272313974,1.1567160356332717,1.5358615650018168,0.8284434038398365,4,4
3.32570599651665,0.5376046995576416,3.1114702029117325,0.002861011949760741,4,4
2.006717376001728,0.008340764506905442,2.0672366411069274,0.003376161222369296,4,4
2.1170426355715337,0.6021218368602657,1.5846748338696153,0.009204507737461728,4,4
2.1804218950710057,0.9370123235343711,1.8652350056558655,0.33628424378079413,4,4
